The below shall be read as a csv file format. The row below are the column headers.
Hotel Code,Name,Hotel Name,ExpMode,Country,HUB Area,Country.1,BRAND,Segment,Estimated_Hotel_Area sqm,Nb of keys,2022 Grid Electric Power kWh,2022 Location Based - GHG Emissions in Tons CO2eq Scope 1,2022 Location Based - GHG Emissions in Tons CO2eq Scope 2,Total Energy 2019 kWh,Total Energy 2020 kWh,Total Energy 2021 kWh,Total Energy 2022 kWh,Available Rooms 2019,Available Rooms 2020,Available Rooms 2021,Available Rooms 2022,Sold Room 2019,Sold Room 2020,Sold Room 2021,Sold Room 2022,Nb Guests 2019,Nb Guests 2020,Nb Guests 2021,Nb guests 2022,Water kL 2019,Water kL 2020,Water kL 2021,Water kL 2022,Water stress level 2030 Category
HA553,HA553 - CLAREMONT CLUB AND SPA - CLA,HA553 - FAIRMONT CLAREMONT CLUB AND SPA - CLA,Managed,United States of America,CENTRAL NORTH AMERICA AND CARIBEANS,United States of America,FAIRMONT,LUX,38640.0,276,4051218.71,998.2988970397065,947.1202429454149,10445844.38,5126395.27,7845168.904137999,9519548.849169,100740.0,101016.0,100740.0,100740.0,76442.0,20689.0,46174.0,57027.0,118028.0,32425.0,81499.0,92757.0,30869.81572422387,842.2488008288434,16911.464206554614,15379.58734050668,Extremely high (>80%)
HA554,HA554 - COPLEY PLAZA - COP,HA554 - FAIRMONT COPLEY PLAZA - COP,Managed,United States of America,CENTRAL NORTH AMERICA AND CARIBEANS,United States of America,FAIRMONT,LUX,53620.0,383,132153.30545454545,5596.216088356226,52.739634096622574,12455654.148674548,9456818.647475991,23892450.2651828,30786256.19188058,139795.0,140178.0,139795.0,139795.0,105349.0,28890.0,67761.0,89351.0,163482.0,47417.0,127159.0,150416.0,42543.42137478429,1176.1113565636467,24817.81362022669,24097.033132754877,High (40-80%)
HA555,HA555 - PALLISER - PAL,HA555 - FAIRMONT PALLISER - PAL,Managed,Canada,CENTRAL NORTH AMERICA AND CARIBEANS,Canada,FAIRMONT,LUX,56980.0,407,5149540.0,2317.4038522723,3130.8333481579225,15969065.43,16128366.89,14628687.0,18556603.439999998,148555.0,148962.0,148555.0,148555.0,103562.0,21745.0,29515.0,71480.0,159565.0,35594.0,54787.0,117658.0,24689.652320744834,885.2385409649185,6690.915757251073,24072.238943123088,High (40-80%)
HA556,HA556 - LE MANOIR RICHELIEU - LMR,HA556 - FAIRMONT LE MANOIR RICHELIEU - LMR,Managed,Canada,CENTRAL NORTH AMERICA AND CARIBEANS,Canada,FAIRMONT,LUX,56700.0,405,9027643.289683301,922.8374411961886,13.541464934524951,24940912.0,14541039.377859034,19579046.841904134,13139965.070476376,147825.0,148230.0,147825.0,147825.0,73234.0,36603.0,44217.0,53158.0,154442.0,85142.0,115870.0,154441.0,17459.31903649434,1490.107441477991,10023.792039246848,17901.95967737181,Low (<10%)
HA557,HA557 - CHICAGO MILLENNIUM PARK - CHI,HA557 - FAIRMONT CHICAGO MILLENNIUM PARK - CHI,Managed,United States of America,CENTRAL NORTH AMERICA AND CARIBEANS,United States of America,FAIRMONT,LUX,96180.0,687,13124249.510798866,,5896.892245655708,22342126.371121183,16963014.127456933,19465183.296314362,13124249.510798866,250755.0,251442.0,250755.0,250755.0,145294.0,24246.0,58376.0,136714.0,197044.0,31488.0,95925.0,197859.0,58674.53763422442,987.0542039197707,21380.509258929964,36870.34042944623,High (40-80%)
HA558,HA558 - DALLAS - DAL,HA558 - FAIRMONT DALLAS - DAL,Managed,United States of America,CENTRAL NORTH AMERICA AND CARIBEANS,United States of America,FAIRMONT,LUX,76300.0,545,10411522.537678866,,3881.5462666545286,17724103.16195203,13456830.712465838,15441812.07640659,10411522.537678866,198925.0,199470.0,198925.0,198925.0,143222.0,36734.0,75907.0,110057.0,198282.0,56145.0,130559.0,159312.0,57837.79529126385,1495.4404490138108,27801.327879909495,29681.225453454394,High (40-80%)
HA559,HA559 - HOTEL MACDONALD - MAC,HA559 - FAIRMONT HOTEL MACDONALD - MAC,Managed,Canada,CENTRAL NORTH AMERICA AND CARIBEANS,Canada,FAIRMONT,LUX,27720.0,198,288310.0,994.2220572365756,168.46818230000002,7884597.619999999,6870684.2,6769390.593370002,5733797.45877,72270.0,72468.0,72270.0,72270.0,51759.0,14394.0,21367.0,35524.0,73179.0,22423.0,35881.0,54822.0,12339.581260205787,585.9794692411606,4843.801354741104,11963.377395292453,Medium-high (20-40%)
HA561,HA561 - ORCHID HAWAII - ORC,HA561 - FAIRMONT ORCHID HAWAII - ORC,Managed,United States of America,CENTRAL NORTH AMERICA AND CARIBEANS,United States of America,FAIRMONT,LUX,75600.0,540,7619037.293333333,1884.1152055113307,3977.133886172471,17561496.71092495,13333373.549966149,6014844.0,17597446.157078013,197100.0,197640.0,197100.0,197100.0,151327.0,38349.0,94125.0,123324.0,335444.0,82761.0,217359.0,272603.0,61110.863191696,1561.187068634797,34473.76377272823,33259.19703264499,Extremely high (>80%)
HA562,HA562 - JASPER PARK LODGE - JPL,HA562 - FAIRMONT JASPER PARK LODGE - JPL,Managed,Canada,CENTRAL NORTH AMERICA AND CARIBEANS,Canada,FAIRMONT,LUX,61740.0,441,6066395.98,8179.291155835988,3544.7771629934005,17410585.304181024,15833576.211446503,69480673.88272001,52855791.064872,160965.0,161406.0,160965.0,160965.0,101586.0,54187.0,59916.0,82887.0,214909.0,123296.0,140731.0,167347.0,24218.564923960377,2205.951750713545,13582.683669708802,27913.76146164862,Low (<10%)
HA563,HA563 - CHATEAU LAKE LOUISE - CLL,HA563 - FAIRMONT CHATEAU LAKE LOUISE - CLL,Managed,Canada,CENTRAL NORTH AMERICA AND CARIBEANS,Canada,FAIRMONT,LUX,75460.0,539,9311471.490000002,,5440.972135751701,27385954.130000003,31216723.28,19198798.1314,9311471.490000002,198698.0,197274.0,196735.0,196735.0,145541.0,59840.0,58141.0,113035.0,311443.0,136788.0,138649.0,242259.0,34697.6370523312,2436.0852743775913,13180.299272991178,38066.6694031326,High (40-80%)
HA564,HA564 - KEA LANI MAUI - KEA,HA564 - FAIRMONT KEA LANI MAUI - KEA,Managed,United States of America,CENTRAL NORTH AMERICA AND CARIBEANS,United States of America,FAIRMONT,LUX,63000.0,450,4455185.319999999,1264.8297036680583,2325.6046431028985,14634580.592437455,11111144.624971792,3354426.2199999997,11379572.306453895,164250.0,164700.0,164250.0,164250.0,143257.0,33004.0,95113.0,77249.0,373482.0,79913.0,259049.0,205898.0,57851.92945246251,1343.592219177106,34835.62383761487,20833.249907356174,Extremely high (>80%)
HA565,HA565 - TREMBLANT - CMT,HA565 - FAIRMONT TREMBLANT - CMT,Managed,Canada,CENTRAL NORTH AMERICA AND CARIBEANS,Canada,FAIRMONT,LUX,43960.0,314,6999209.859161868,1582.6159303979352,10.498814788742802,12396652.574859053,13590282.0,16060166.810000002,15116398.419242315,114610.0,114924.0,114610.0,114610.0,72220.0,31408.0,32827.0,54568.0,126367.0,71139.0,81856.0,123517.0,17217.57681972337,1278.6190891987196,7441.731037210943,18376.803786350596,Low (<10%)
HA566,HA566 - LE CHATEAU MONTEBELLO - LCM,HA566 - FAIRMONT LE CHATEAU MONTEBELLO - LCM,Managed,Canada,CENTRAL NORTH AMERICA AND CARIBEANS,Canada,FAIRMONT,LUX,29400.0,210,4681000.224280231,478.50830284246837,7.021500336420345,8290754.9067528695,8701949.12,10403607.172,6813315.2217284925,54431.0,76860.0,76650.0,76650.0,39950.0,21887.0,29179.0,38504.0,83017.0,51018.0,68146.0,80621.0,9524.261893491397,891.0193582938225,6614.746091168187,12966.948632708609,Low (<10%)
HA567,HA567 - THE QUEEN ELIZABETH - QEH,HA567 - FAIRMONT THE QUEEN ELIZABETH - QEH,Managed,Canada,CENTRAL NORTH AMERICA AND CARIBEANS,Canada,FAIRMONT,LUX,133000.0,950,13862635.9,89.80614557914,2020.4040253788899,18257307.46,34108610.886336006,33310402.43847792,26058241.94522064,346750.0,347700.0,346750.0,346750.0,225050.0,38714.0,52445.0,172095.0,332013.0,58617.0,89888.0,265826.0,53652.944659079825,1576.0462117689517,11889.042076538457,57956.23896078298,Low (<10%)
HA568,HA568 - THE PLAZA  MANAGED HTL - PLZ,HA568 - FAIRMONT THE PLAZA  MANAGED HTL - PLZ,Managed,United States of America,CENTRAL NORTH AMERICA AND CARIBEANS,United States of America,FAIRMONT,LUX,39480.0,282,5387246.524083376,789.9698321573898,1554.1946556698076,9171003.837927474,6962983.964982323,7990075.239535153,9714423.339594485,102930.0,103212.0,102930.0,102930.0,75481.0,11977.0,31591.0,60558.0,138046.0,22123.0,60803.0,113763.0,30481.732041026426,487.5834447062235,11570.365698212561,16331.86122654889,Extremely high (>80%)
HA570,HA570 - CHATEAU LAURIER - CLH,HA570 - FAIRMONT CHATEAU LAURIER - CLH,Managed,Canada,CENTRAL NORTH AMERICA AND CARIBEANS,Canada,FAIRMONT,LUX,59640.0,426,388020.0,1766.6141411834737,9.868512660000002,10915165.709999999,8300136.98,9107371.71,10064910.739999998,155490.0,155916.0,155490.0,155490.0,110354.0,35681.0,41758.0,80560.0,182582.0,61950.0,84730.0,135175.0,26308.896044914884,1452.572838821304,9466.347965146208,27130.100297397817,Low (<10%)
HA571,HA571 - PITTSBURGH - PGH,HA571 - FAIRMONT PITTSBURGH - PGH,Managed,United States of America,CENTRAL NORTH AMERICA AND CARIBEANS,United States of America,FAIRMONT,LUX,25900.0,185,4976277.18,0.13971509941172316,2235.9046352197297,5278346.38,4097691.89,4921905.670946733,4977042.490160389,67525.0,67710.0,67525.0,67525.0,49447.0,17496.0,35778.0,42701.0,66317.0,26152.0,53688.0,56757.0,16250.695320117478,712.2618308908814,9427.372749430822,10655.74846202136,Low (<10%)
HA572,HA572 - LE CHATEAU FRONTENAC - LCF,HA572 - FAIRMONT LE CHATEAU FRONTENAC - LCF,Managed,Canada,CENTRAL NORTH AMERICA AND CARIBEANS,Canada,FAIRMONT,LUX,85400.0,610,10747509.68,2620.828860682043,16.12126452,27245092.23,21822337.77,23038626.11,25086769.72,215994.0,223412.0,222650.0,222650.0,151622.0,48483.0,62890.0,142221.0,295780.0,100904.0,137727.0,282019.0,36147.37513929794,1973.7420180088363,14256.875892716245,47895.60569012183,Low (<10%)
HA574,HA574 - GRAND DEL MAR - GDM,HA574 - FAIRMONT GRAND DEL MAR - GDM,Managed,United States of America,CENTRAL NORTH AMERICA AND CARIBEANS,United States of America,FAIRMONT,LUX,34860.0,249,4756824.058499152,,1112.0812477523118,8097801.261148726,21020098.38,7055066.434908699,4756824.058499152,90885.0,91134.0,90885.0,90885.0,56812.0,19322.0,32014.0,58829.0,106483.0,38005.0,68005.0,102279.0,22942.570457662103,786.5982565428445,11725.291616681237,15865.567952981351,Extremely high (>80%)
HA575,HA575 - HERITAGE PLACE GHIRARDELLI SQUARE - HGS,HA575 - FAIRMONT HERITAGE PLACE GHIRARDELLI SQUARE - HGS,Subsidiary,United States of America,CENTRAL NORTH AMERICA AND CARIBEANS,United States of America,FAIRMONT,LUX,7420.0,53,2121482.933333333,1571.4703000300194,495.97406979373324,1723628.3808870781,1308645.9224966778,,10729444.366472444,,,,,,,,,,,,,,,,,Extremely high (>80%)
HA576,HA576 - SAN FRANCISCO - SAF,HA576 - FAIRMONT SAN FRANCISCO - SAF,Managed,United States of America,CENTRAL NORTH AMERICA AND CARIBEANS,United States of America,FAIRMONT,LUX,84840.0,606,600378.82,489.87430540283356,140.36046300193,23503810.42,14963008.094962012,15565555.4218232,3283737.9187451997,221190.0,221796.0,221190.0,221190.0,190871.0,43522.0,64374.0,125594.0,307950.0,59216.0,121456.0,211140.0,77080.04234711721,1771.7798013278998,23577.30750709808,467.87333967663994,Extremely high (>80%)
HA578,HA578 - MIRAMAR HOTEL - MIR2,HA578 - FAIRMONT MIRAMAR HOTEL - MIR2,Managed,United States of America,CENTRAL NORTH AMERICA AND CARIBEANS,United States of America,FAIRMONT,LUX,41580.0,297,5769320.745649574,,1348.789304502804,9658823.191008722,7333355.4524813825,8415079.241638087,5769320.745649574,108560.0,108702.0,108405.0,108405.0,90408.0,29571.0,57223.0,78804.0,133236.0,44988.0,92381.0,116132.0,36509.74987566562,1203.8348537536724,20958.217098186742,21252.61719503548,Extremely high (>80%)
HA579,HA579 - SCOTTSDALE PRINCESS - SCP,HA579 - FAIRMONT SCOTTSDALE PRINCESS - SCP,Managed,United States of America,CENTRAL NORTH AMERICA AND CARIBEANS,United States of America,FAIRMONT,LUX,105000.0,750,18809045.24,43.83917914263568,7251.748394291992,19199212.41,15758476.879999999,18516001.131259143,19049180.83996207,273750.0,274500.0,273750.0,273750.0,188255.0,86856.0,144045.0,164031.0,314762.0,181900.0,298153.0,284471.0,76023.61475581178,3535.90612619218,52757.2196827903,44237.450524324464,Extremely high (>80%)
HA580,HA580 - OLYMPIC HOTEL SEATTLE - SEA,HA580 - FAIRMONT OLYMPIC HOTEL SEATTLE - SEA,Managed,United States of America,CENTRAL NORTH AMERICA AND CARIBEANS,United States of America,FAIRMONT,LUX,63000.0,450,8596669.98523943,,2992.7829946498578,14249288.3,8845539.1,14408297.909762964,12337358.402494235,164250.0,164700.0,164250.0,164250.0,133333.0,24730.0,56091.0,106570.0,200768.0,36898.0,102002.0,163974.0,61973.743058181826,1006.7578348154718,20543.616295097996,28740.817908671277,Medium-high (20-40%)
HA581,HA581 - SONOMA MISSION INN SPA - SMI,HA581 - FAIRMONT SONOMA MISSION INN SPA - SMI,Managed,United States of America,CENTRAL NORTH AMERICA AND CARIBEANS,United States of America,FAIRMONT,LUX,31640.0,226,4317438.703698025,,1009.3588835020983,6430586.51,26173059.689999998,6403393.631684201,4317438.703698025,82490.0,82716.0,82490.0,82490.0,60701.0,19744.0,44846.0,51494.0,102530.0,36135.0,83826.0,85667.0,24513.07768342159,803.7778686047989,16425.077398690784,13887.394927175741,High (40-80%)
HA583,HA583 - HERITAGE PLACE FRANZ KLAMMER LODGE - FKL,HA583 - FAIRMONT HERITAGE PLACE FRANZ KLAMMER LODGE - FKL,Managed,United States of America,CENTRAL NORTH AMERICA AND CARIBEANS,United States of America,FAIRMONT,LUX,8820.0,63,1140769.07,984.2085380650924,595.7536306324115,2048841.282941244,1555560.2474960508,,6531917.179938001,,,,,,,,,,,,,,,,,Extremely high (>80%)
HA584,HA584 - HOTEL VANCOUVER - HVC,HA584 - FAIRMONT HOTEL VANCOUVER - HVC,Managed,Canada,CENTRAL NORTH AMERICA AND CARIBEANS,Canada,FAIRMONT,LUX,77980.0,557,7428619.3500000015,5.892292626945517,1164.0926257748185,21990240.395530228,19998417.119672798,26927232.32331013,13957827.651040504,203305.0,203862.0,203305.0,203305.0,146346.0,38545.0,61668.0,141175.0,240614.0,65629.0,121184.0,248819.0,49773.093333333345,1569.166224947932,13979.854071426704,47543.34545041133,Low-medium (10-20%)
HA585,HA585 - PACIFIC RIM - VPR,HA585 - FAIRMONT PACIFIC RIM - VPR,Managed,Canada,CENTRAL NORTH AMERICA AND CARIBEANS,Canada,FAIRMONT,LUX,51380.0,367,5352170.68,31.101141277710997,1969.3467443841855,14489081.194182394,13176694.942405596,13882197.964489978,16823604.995441094,133955.0,134322.0,133955.0,133955.0,96980.0,38007.0,48754.0,81335.0,165357.0,67045.0,95395.0,145443.0,2611.8946247796002,1547.264255068,1481.2682265175,2078.669527681,Low-medium (10-20%)
HA586,HA586 - VANCOUVER AIRPORT - FVA,HA586 - FAIRMONT VANCOUVER AIRPORT - FVA,Managed,Canada,CENTRAL NORTH AMERICA AND CARIBEANS,Canada,FAIRMONT,LUX,54040.0,386,4325225.13,1348.0152653476016,31.63902182595,12272529.17,9921702.48,10664960.2314,11709178.498494,140890.0,141276.0,140890.0,140890.0,115214.0,44829.0,58352.0,105719.0,191818.0,74708.0,92398.0,188725.0,27467.542172633737,1824.9877467425308,13228.132009727753,35602.86833838878,Low-medium (10-20%)
HA587,HA587 - WATERFRONT - WFC,HA587 - FAIRMONT WATERFRONT - WFC,Managed,Canada,CENTRAL NORTH AMERICA AND CARIBEANS,Canada,FAIRMONT,LUX,68460.0,489,4461789.52,377.19505945643573,47.94927951750616,6475405.17,4154663.27,5136849.4504406955,6617577.1880880045,178485.0,178974.0,178485.0,178485.0,133741.0,30959.0,53265.0,123727.0,216465.0,46895.0,99155.0,215641.0,31182.539999999997,1260.3403076446498,21645.97333333333,29875.960000000003,Low-medium (10-20%)
HA588,HA588 - EMPRESS - EMP,HA588 - FAIRMONT EMPRESS - EMP,Managed,Canada,CENTRAL NORTH AMERICA AND CARIBEANS,Canada,FAIRMONT,LUX,64960.0,464,12989492.600000001,841.3592821939443,95.01813836900003,10375494.0,9177084.8,22431303.048502512,17597128.24128355,169360.0,169824.0,169360.0,169360.0,95917.0,25681.0,41576.0,88435.0,173605.0,47165.0,82963.0,168720.0,29194.011151552502,1045.4730269266531,9425.089396017978,34666.63338026975,Low (<10%)
HA590,HA590 - WASHINGTON GEORGETOWN - WDC,HA590 - FAIRMONT WASHINGTON GEORGETOWN - WDC,Managed,United States of America,CENTRAL NORTH AMERICA AND CARIBEANS,United States of America,FAIRMONT,LUX,57820.0,413,6816857.84,895.1731917962237,2026.2612980463466,13353437.11,8419950.9,9987428.7838883,11720301.64725155,150745.0,151158.0,150745.0,150745.0,109721.0,32575.0,42447.0,81608.0,163543.0,45115.0,65608.0,117722.0,44308.98002508526,1326.1276372468255,15546.431350448818,22008.82676072859,Medium-high (20-40%)
HA591,HA591 - CHATEAU WHISTLER - CWR,HA591 - FAIRMONT CHATEAU WHISTLER - CWR,Managed,Canada,CENTRAL NORTH AMERICA AND CARIBEANS,Canada,FAIRMONT,LUX,72660.0,519,9476524.14,4884.439387467315,69.32077408410001,43402168.14,34690182.21,38251297.4318058,36231764.674307965,192720.0,192969.0,189435.0,189435.0,144753.0,69407.0,65830.0,113460.0,293319.0,156998.0,152859.0,241395.0,34509.774264544685,2825.557664417204,14923.360470941492,38209.79617356947,Low (<10%)
HA592,HA592 - WINNIPEG - LOM,HA592 - FAIRMONT WINNIPEG - LOM,Managed,Canada,CENTRAL NORTH AMERICA AND CARIBEANS,Canada,FAIRMONT,LUX,47600.0,340,7578762.267882281,,8.357859029020581,1068427.62,838220.62,16436730.682092357,7578762.267882281,124100.0,124440.0,124100.0,124100.0,85588.0,28377.0,27436.0,66577.0,107666.0,38325.0,40887.0,89149.0,20404.568884609303,1155.227136213451,6219.61594836322,22421.061165589057,Low (<10%)
HA7Z4,HA7Z4 - AUSTIN - AUS,HA7Z4 - FAIRMONT AUSTIN - AUS,Managed,United States of America,CENTRAL NORTH AMERICA AND CARIBEANS,United States of America,FAIRMONT,LUX,146720.0,1048,41400354.10298995,13.497238203126036,16734.913839324043,42500970.71,37115989.99,40023616.008136496,45009357.38530488,382520.0,383568.0,382520.0,382520.0,283408.0,111605.0,208284.0,277408.0,404266.0,186192.0,366707.0,391628.0,110037.74278970357,4543.437450650252,79961.58591085704,109077.83043015444,Medium-high (20-40%)
HA8J5,HA8J5 - FAIRMONT CENTURY PLAZA,HA8J5 - FAIRMONT FAIRMONT CENTURY PLAZA,Managed,United States of America,CENTRAL NORTH AMERICA AND CARIBEANS,United States of America,FAIRMONT,LUX,56000.0,400,7641484.431323939,,1786.475900003714,,,,7641484.431323939,,,36800.0,146000.0,,,5310.0,44738.0,,,8679.0,65326.0,,,,12065.372164756833,Extremely high (>80%)
HB501,HB501 - 21C MUSEUM HOTEL CHICAGO,HB501 - 21c 21C MUSEUM HOTEL CHICAGO,Franchised,United States of America,CENTRAL NORTH AMERICA AND CARIBEANS,United States of America,21c,PRE,26904.705882352944,297,5437988.488957841,,2443.3573993023374,,4576260.11772258,6618587.866340945,5437988.488957841,,90288.0,108405.0,108405.0,,4727.0,32351.0,59739.0,,4727.0,35961.0,61722.0,,1073.3697406672686,9160.698394634826,16256.344754651614,Extremely high (>80%)
HB502,HB502 - 21C MUSEUM HOTEL OKLAHOMA CITY,HB502 - 21c 21C MUSEUM HOTEL OKLAHOMA CITY,Managed,United States of America,CENTRAL NORTH AMERICA AND CARIBEANS,United States of America,21c,PRE,12229.411764705883,135,2471812.9495262904,,1049.2383000173656,2599022.5368808503,2080118.2353284457,3008449.030154975,2471812.9495262904,49275.0,49410.0,49275.0,49275.0,30366.0,19233.0,24182.0,27067.0,49275.0,36450.0,49275.0,46297.0,8598.614183533156,4367.277389941522,6847.5165707106235,7365.548192540137,Extremely high (>80%)
HB503,HB503 - 21C MUSEUM HOTEL NASHVILLE,HB503 - 21c 21C MUSEUM HOTEL NASHVILLE,Managed,United States of America,CENTRAL NORTH AMERICA AND CARIBEANS,United States of America,21c,PRE,11232.94117647059,124,2270405.968453779,,864.2376377519253,2387250.3301720405,1910627.119857239,2763316.146216421,2270405.968453779,45260.0,45384.0,45260.0,45260.0,31308.0,18227.0,20751.0,28036.0,45260.0,36532.0,41728.0,37448.0,8865.356413688207,4138.842873522806,5875.97454134547,7629.235198805013,Low (<10%)
HB504,HB504 - 21C MUSEUM HOTEL LOUISVILLE,HB504 - 21c 21C MUSEUM HOTEL LOUISVILLE,Managed,United States of America,CENTRAL NORTH AMERICA AND CARIBEANS,United States of America,21c,PRE,8243.529411764706,91,1666185.0252362404,,634.2389115760095,1751933.7100456106,1402153.773443619,2027917.4944007606,1666185.0252362404,33215.0,33306.0,33215.0,33215.0,25542.0,17019.0,19654.0,21669.0,33215.0,32851.0,33215.0,45021.0,7232.622125923859,3864.539796153214,5565.341604530088,5896.629245359745,Low (<10%)
HB505,HB505 - 21C MUSEUM HOTEL BENTONVILLE,HB505 - 21c 21C MUSEUM HOTEL BENTONVILLE,Managed,United States of America,CENTRAL NORTH AMERICA AND CARIBEANS,United States of America,21c,PRE,9421.176470588236,104,1904211.4574128466,,808.302097791156,2002209.9543378404,1602461.455364136,2317619.9936008696,1904211.4574128466,37960.0,38064.0,37960.0,37960.0,28625.0,18214.0,23612.0,28587.0,37856.0,34632.0,37960.0,69868.0,8105.622439690332,4135.890936431908,6686.11203654037,7779.17486903406,Medium-high (20-40%)
HB507,HB507 - 21C MUSEUM HOTEL CINCINNATI,HB507 - 21c 21C MUSEUM HOTEL CINCINNATI,Managed,United States of America,CENTRAL NORTH AMERICA AND CARIBEANS,United States of America,21c,PRE,14131.764705882353,156,2856317.1861192696,,1283.3796440779954,3003314.9315067604,2403692.183046204,3476429.990401304,2856317.1861192696,56940.0,57096.0,56940.0,56940.0,46337.0,24533.0,27713.0,35383.0,56940.0,51036.0,56940.0,46551.0,13121.055964643874,5570.759434692214,7847.375185017927,9628.521509463468,Low (<10%)
HB508,HB508 - 21C MUSEUM HOTEL DURHAM,HB508 - 21c 21C MUSEUM HOTEL DURHAM,Managed,United States of America,CENTRAL NORTH AMERICA AND CARIBEANS,United States of America,21c,PRE,11323.529411764706,125,2288715.6940058246,,650.2580932079537,2406502.3489637505,1926035.4030818944,2785600.9538471987,2288715.6940058246,45625.0,45750.0,45625.0,45625.0,30698.0,16892.0,18141.0,25725.0,45625.0,38079.0,45625.0,36733.0,8692.625245541094,3835.7016414959803,5136.911674355364,7000.359376846161,Medium-high (20-40%)
HB509,HB509 - 21C MUSEUM HOTEL KANSAS CITY,HB509 - 21c 21C MUSEUM HOTEL KANSAS CITY,Managed,United States of America,CENTRAL NORTH AMERICA AND CARIBEANS,United States of America,21c,PRE,10870.588235294119,120,2197167.0662455917,,957.2936722593521,2310242.2550052004,1848993.9869586187,2674176.915693311,2197167.0662455917,43800.0,43920.0,43800.0,43800.0,21625.0,17130.0,18541.0,21688.0,43800.0,39320.0,43800.0,30955.0,6123.461493739857,3889.744797467804,5250.178014123963,5901.79957881592,High (40-80%)
HB510,HB510 - 21C MUSEUM HOTEL LEXINGTON,HB510 - 21c 21C MUSEUM HOTEL LEXINGTON,Managed,United States of America,CENTRAL NORTH AMERICA AND CARIBEANS,United States of America,21c,PRE,7971.764705882353,88,1611255.8485801003,,613.329936469108,1694177.6536704802,1355928.9237696533,1961063.071508428,1611255.8485801003,32120.0,32208.0,32120.0,32120.0,24069.0,13327.0,16061.0,18847.0,32120.0,26840.0,32120.0,35211.0,6815.518829725995,3026.1896623382036,4547.926707558652,5128.69866571116,Low-medium (10-20%)
HB5C0,HB5C0 - MIAMI MIDTOWN HYDE,HB5C0 - HYDE MIAMI MIDTOWN HYDE,Managed,United States of America,CENTRAL NORTH AMERICA AND CARIBEANS,United States of America,HYDE,PRE,6000.0,60,1098583.5331227959,77.94975590947104,417.60345986243533,1329668.3571511826,1000643.0100684821,1337088.4578466555,1525564.871922846,21900.0,21960.0,21900.0,21900.0,15620.0,9250.0,15521.0,16093.0,21900.0,19160.0,21900.0,17131.0,4423.050567963773,2100.4167762158313,4395.017148871044,4379.272437379408,Medium-high (20-40%)
HB5C1,HB5C1 - MONDRIAN WEST HOLLYWOOD,HB5C1 - MONDRIAN MONDRIAN WEST HOLLYWOOD,Managed,United States of America,CENTRAL NORTH AMERICA AND CARIBEANS,United States of America,MONDRIAN,PRE,23600.0,236,5443979.176271187,,1272.7288376933238,5252190.01074717,3935862.5062693637,9642299.2,5443979.176271187,86505.0,86558.0,86140.0,86140.0,64704.0,18699.0,37671.0,55662.0,86140.0,51284.0,73841.0,63994.0,18321.963120968496,4246.020897130792,10667.140713557188,15146.90004408206,Extremely high (>80%)
HB5C2,HB5C2 - SLS BEVERLY HILLS,HB5C2 - SLS SLS BEVERLY HILLS,Franchised,United States of America,CENTRAL NORTH AMERICA AND CARIBEANS,United States of America,SLS,LUX,35640.0,297,7031754.334034043,654.6388077472133,1643.9292346136497,9899541.345495887,7280044.223232362,,10617635.409620732,,,,,,,,,,,,,,,,,Extremely high (>80%)
HB5C4,HB5C4 - SLS SOUTH BEACH,HB5C4 - SLS SLS SOUTH BEACH,Managed,United States of America,CENTRAL NORTH AMERICA AND CARIBEANS,United States of America,SLS,LUX,16800.0,140,3314631.6726086414,,1259.9876230770503,4666450.465890316,3431670.6776179485,4972185.007123223,3314631.6726086414,51100.0,51240.0,51100.0,51100.0,41952.0,22887.0,43454.0,43368.0,51100.0,47040.0,51100.0,44934.0,11879.373714930613,5196.998784567754,12304.688820761701,11801.422175123977,High (40-80%)
HB5C6,HB5C6 - MONDRIAN PARK AVENUE,HB5C6 - MONDRIAN MONDRIAN PARK AVENUE,Franchised,United States of America,CENTRAL NORTH AMERICA AND CARIBEANS,United States of America,MONDRIAN,PRE,18900.0,189,4341401.115254239,912.1907987738235,1252.4732961974723,4188455.3250262253,3152025.4817157187,,9338061.38644068,,,,,,,,,,,,,,,,,Extremely high (>80%)
HB5C7,HB5C7 - SLS BRICKELL,HB5C7 - SLS SLS BRICKELL,Managed,United States of America,CENTRAL NORTH AMERICA AND CARIBEANS,United States of America,SLS,LUX,14880.0,124,2935816.62431051,,1115.98903758253,4133141.841217138,3039479.7430330403,4403935.292023426,2935816.62431051,45260.0,45384.0,45260.0,45260.0,33516.0,18570.0,30452.0,30449.0,45260.0,42036.0,43541.0,33598.0,9490.58660921087,4216.728598305728,8622.966446583405,8285.867547739115,Medium-high (20-40%)
HB5C8,HB5C8 - SLS LUX BRICKELL,HB5C8 - SLS SLS LUX BRICKELL,Subsidiary,United States of America,CENTRAL NORTH AMERICA AND CARIBEANS,United States of America,SLS,LUX,8160.0,68,3711451.0,151.07503621944576,1410.830157179,2799870.27953419,2009978.5397476559,2415061.2891741367,4538986.8976,30660.0,30376.0,26500.0,24820.0,19686.0,9639.0,19593.0,18240.0,29679.0,23592.0,29076.0,19923.0,5574.402911711576,2188.7478168588536,5548.068487715377,4963.520117927073,Medium-high (20-40%)
